gene_id	transcript_id	chrom	tx_start	tx_end	strand
ENSG00000174574	ENST00000432648.7	chr1	38991222	39006059	+
ENSG00000238246	ENST00000451584.1	chr10	20070804	20091784	-
ENSG00000174572	ENST00000310599.3	chr6	27211243	27211913	+
ENSG00000238243	ENST00000360358.3	chr1	247895586	247896531	+
ENSG00000238242	ENST00000456878.1	chr1	60114874	60149679	+
ENSG00000232661	ENST00000441019.1	chr7	117560732	117564676	-
ENSG00000203721	ENST00000637098.1	chr1	200366590	200400705	-
ENSG00000232663	ENST00000431968.2	chr1	8909741	8909904	+
ENSG00000232662	ENST00000455730.2	chr13	113276615	113277734	+
ENSG00000203724	ENST00000367393.7	chr1	197902646	197907367	+
ENSG00000232664	ENST00000437229.2	chrX	134204352	134205916	+
ENSG00000232667	ENST00000617602.4	chr7	80373839	80384124	-
ENSG00000174579	ENST00000309993.2	chr3	136148921	136195846	-
ENSG00000116754	ENST00000370950.7	chr1	70205723	70253052	+
ENSG00000116752	ENST00000369541.3	chr1	114567556	114581639	-
ENSG00000116750	ENST00000367455.8	chr1	193012249	193059496	-
ENSG00000262784	ENST00000576733.2	chr11_JH159136v1_alt	86387	87368	+
ENSG00000196589	ENST00000636986.1	chr19	7018968	7021450	-
ENSG00000242325	ENST00000491419.1	chr19	32636077	32636475	+
ENSG00000242324	ENST00000453770.1	chr20	1516758	1557653	-
ENSG00000053438	ENST00000062104.3	chr20	37521214	37523693	+
ENSG00000270759	ENST00000603131.1	chrX	39791579	39791904	-
ENSG00000270757	ENST00000604458.1	chr2	197500412	197550726	+
ENSG00000270755	ENST00000605780.1	chr9	130044712	130045081	+
ENSG00000270754	ENST00000604859.1	chr10	65054459	65055003	+
ENSG00000218632	ENST00000437739.1	chr6	109327174	109327914	-
ENSG00000270751	ENST00000605147.1	chr4	152337654	152338098	+
ENSG00000218631	ENST00000407196.1	chr6	157372555	157373171	-
ENSG00000261290	ENST00000569984.1	chr1	47002994	47003148	-
ENSG00000261291	ENST00000568648.1	chr16	53168521	53169450	+
ENSG00000261292	ENST00000562191.2	chr3	97759522	97761532	+
ENSG00000261293	ENST00000566957.1	chr16	12093626	12095307	-
ENSG00000261294	ENST00000564700.1	chr16	1206559	1207124	-
ENSG00000261296	ENST00000561701.1	chr15	62274162	62278358	+
ENSG00000261298	ENST00000569111.1	chr2	234223313	234224514	+
ENSG00000261299	ENST00000565542.1	chr16	35425363	35426483	+
ENSG00000086730	ENST00000344995.9	chr7	74209395	74229834	+
ENSG00000266010	ENST00000648976.1	chr18	22168228	22169452	-
ENSG00000266017	ENST00000581659.1	chr9	63819573	63819654	+
ENSG00000266016	ENST00000584743.3	chr12	64622508	64622605	-
ENSG00000266015	ENST00000582498.1	chr14	102539643	102539726	+
ENSG00000266014	ENST00000577258.1	chr18	76247724	76251388	+
ENSG00000212409	ENST00000391107.1	chr9	111097324	111097413	-
ENSG00000212402	ENST00000391100.1	chr5	173020727	173020928	+
ENSG00000262921	ENST00000574133.1	chr17	4565751	4571760	+
ENSG00000262920	ENST00000570501.5	chr17	321391	322453	+
ENSG00000212407	ENST00000391105.1	chr8	32911492	32911598	-
ENSG00000212404	ENST00000391102.1	chr2	182828123	182828221	+
ENSG00000223443	ENST00000333796.3	chr8	12137167	12139077	-
ENSG00000223442	ENST00000435042.1	chr5	132638075	132664272	-
ENSG00000223441	ENST00000450433.1	chr6_GL000253v2_alt	818376	819324	+
ENSG00000223440	ENST00000430787.1	chr9	32633453	32648685	+
ENSG00000236948	ENST00000637702.1	chr1	5561708	5668255	-
ENSG00000223446	ENST00000428958.1	chr9	93094938	93095529	-
ENSG00000223445	ENST00000418672.1	chr7	14070534	14071380	-
ENSG00000151729	ENST00000281456.10	chr4	185143240	185150382	+
ENSG00000151726	ENST00000515030.5	chr4	184755599	184826818	-
ENSG00000236946	ENST00000420836.2	chr12	68035766	68036853	+
ENSG00000236947	ENST00000441085.5	chr1	156446411	156456466	-
ENSG00000236940	ENST00000446084.1	chr1	151757658	151758442	+
ENSG00000236941	ENST00000512492.1	chr4	164948078	164949438	+
ENSG00000236942	ENST00000411645.1	chr1	205625482	205626153	+
ENSG00000140465	ENST00000379727.7	chr15	74719541	74725610	-
ENSG00000140464	ENST00000268058.7	chr15	73994716	74046771	+
ENSG00000140463	ENST00000268057.8	chr15	72686186	72738476	+
ENSG00000186866	ENST00000349485.9	chr21	45263927	45287898	-
ENSG00000224799	ENST00000430456.1	chrX	56973509	56974796	+
ENSG00000224796	ENST00000439737.1	chr6	33079450	33079860	+
ENSG00000224797	ENST00000417156.1	chr9	130724785	130725050	-
ENSG00000224794	ENST00000434516.1	chr22	39292987	39295563	+
ENSG00000224795	ENST00000416725.1	chr11	131662130	131663583	-
ENSG00000224792	ENST00000433169.5	chr3	51817602	51819345	+
ENSG00000145494	ENST00000274137.9	chr5	1801399	1816605	+
ENSG00000224790	ENST00000637940.1	chr21	36966491	36975164	+
ENSG00000224791	ENST00000415349.1	chr2	203764294	203765593	-
ENSG00000269590	ENST00000597961.1	chr19	12664827	12669397	-
ENSG00000151445	ENST00000557658.5	chr14	77426681	77457640	-
ENSG00000269599	ENST00000597248.1	chr13	98329654	98333236	-
ENSG00000234546	ENST00000635271.1	chr1	9182003	9196284	+
ENSG00000256582	ENST00000541404.1	chr12	9704076	9709350	+
ENSG00000234544	ENST00000455109.2	chr10	108296098	108296532	+
ENSG00000234545	ENST00000445716.5	chr7	92561102	92590394	-
ENSG00000234542	ENST00000451295.1	chr10	123574226	123583767	+
ENSG00000180448	ENST00000313093.6	chr19	1067165	1086628	+
ENSG00000234540	ENST00000434947.1	chr6	14394325	14404289	+
ENSG00000234541	ENST00000423877.2	chr10	38713194	38719229	+
ENSG00000228020	ENST00000411735.2	chr1	191146024	191146961	-
ENSG00000229269	ENST00000413328.1	chrX	140931737	140997448	+
ENSG00000228022	ENST00000439406.5	chr6	30766824	30792250	+
ENSG00000228024	ENST00000416662.1	chr9	73042744	73056528	+
ENSG00000180440	ENST00000315190.3	chr13	36673911	36697839	+
ENSG00000234548	ENST00000435548.1	chr3	186440379	186445242	+
ENSG00000228027	ENST00000437825.1	chr10	11010163	11011119	-
ENSG00000176563	ENST00000588408.5	chr17	42798791	42810635	+
ENSG00000220237	ENST00000402084.1	chr6	107229758	107230152	+
ENSG00000254688	ENST00000526953.1	chr11	12822434	12823667	-
ENSG00000229265	ENST00000415606.1	chr6_GL000253v2_alt	2584582	2587755	+
ENSG00000230212	ENST00000535199.5	chr21	36069641	36126640	-
ENSG00000089335	ENST00000457781.6	chr19	34677661	34686397	+
ENSG00000169359	ENST00000392845.7	chr3	155821023	155854378	-
ENSG00000230213	ENST00000395193.2	chr11	56188378	56189251	-
ENSG00000163050	ENST00000366779.5	chr1	226897535	226987545	+
ENSG00000163053	ENST00000295190.8	chr2	230034973	230068999	-
ENSG00000229266	ENST00000417732.1	chr22	21282880	21284161	+
ENSG00000013583	ENST00000014930.8	chr12	12974863	13000273	-
ENSG00000229261	ENST00000450995.1	chr10	69215332	69232490	-
ENSG00000230211	ENST00000417590.1	chr6_GL000251v2_alt	3005446	3006026	+
ENSG00000189398	ENST00000344740.4	chr11	3390779	3391752	-
ENSG00000013588	ENST00000014914.5	chr12	12890781	12917937	+
ENSG00000228792	ENST00000452024.2	chr1	211635905	211642867	-
ENSG00000079308	ENST00000646520.1	chr2	217799587	218010421	-
ENSG00000239679	ENST00000491708.3	chr4	43863273	43863549	+
ENSG00000228791	ENST00000609230.5	chr3	24496183	24523228	+
ENSG00000111704	ENST00000229307.8	chr12	7789395	7799141	+
ENSG00000228797	ENST00000447172.1	chr13	18697002	18697507	+
ENSG00000228794	ENST00000445118.6	chr1	827607	859446	+
ENSG00000111707	ENST00000543473.1	chr12	118376379	118418031	+
ENSG00000170425	ENST00000304222.2	chr17	15944916	15975746	+
ENSG00000239672	ENST00000393196.7	chr17	51153535	51162195	+
ENSG00000239671	ENST00000479088.1	chr17	42714298	42714643	+
ENSG00000239670	ENST00000447420.1	chr1	32986951	32988233	+
ENSG00000239677	ENST00000608304.5	chr3	73621712	73625998	+
ENSG00000213449	ENST00000455134.1	chr10	91666779	91667782	-
ENSG00000239674	ENST00000436294.1	chr22	32141266	32143272	+
ENSG00000169688	ENST00000334346.2	chr16	56651898	56653204	+
ENSG00000169689	ENST00000392359.7	chr17	82018702	82022918	-
ENSG00000068724	ENST00000319190.9	chr2	46941173	47076135	+
ENSG00000107929	ENST00000612396.4	chr10	806913	931705	-
ENSG00000169682	ENST00000311008.15	chr16	28974774	28984543	+
ENSG00000169683	ENST00000306688.7	chr17	82023301	82031151	+
ENSG00000229962	ENST00000419694.1	chr21	25515472	25518338	-
ENSG00000261748	ENST00000564217.1	chr16	16952501	16953468	-
ENSG00000261749	ENST00000566439.2	chr16	52085279	52099067	+
ENSG00000264519	ENST00000582123.2	chr11	63797783	63798071	-
ENSG00000106038	ENST00000496902.6	chr7	27242699	27247825	+
ENSG00000261742	ENST00000569736.5	chr16	65284498	65576300	-
ENSG00000184669	ENST00000530490.2	chr11	17013997	17052951	+
ENSG00000106034	ENST00000310396.9	chr7	120988676	121297444	+
ENSG00000261741	ENST00000565692.1	chr16	31563184	31567716	-
ENSG00000261747	ENST00000567334.1	chr15	30153932	30154110	-
ENSG00000264512	ENST00000582551.2	chr8	12719131	12719190	+
ENSG00000261745	ENST00000566420.2	chr6	53125643	53126146	-
ENSG00000251309	ENST00000505091.1	chr4	101976893	102036903	-
ENSG00000262211	ENST00000576302.1	chr5	55936142	55941727	+
ENSG00000262210	ENST00000575117.1	chr1_GL383520v2_alt	320538	321438	-
ENSG00000262213	ENST00000575911.1	chr17	1241938	1254000	-
ENSG00000262214	ENST00000576740.1	chr17_JH159148v1_alt	82498	83030	-
ENSG00000262217	ENST00000572861.3	chr12_GL383553v2_alt	48084	102804	+
ENSG00000225466	ENST00000434110.1	chrY	23581594	23614640	+
ENSG00000232806	ENST00000415820.1	chr21	41559124	41562958	-
ENSG00000227879	ENST00000442352.1	chr13	19201636	19227432	-
ENSG00000225463	ENST00000417480.1	chr6	33215704	33216328	+
ENSG00000225462	ENST00000424976.1	chr1	187563060	187564131	+
ENSG00000225460	ENST00000430017.1	chr9	89472236	89472692	+
ENSG00000103710	ENST00000220062.8	chr15	65053336	65068112	-
ENSG00000220494	ENST00000401504.2	chr6	147406888	147408281	+
ENSG00000225469	ENST00000423985.1	chrX	142172865	142173989	-
ENSG00000016402	ENST00000316649.9	chr6	136999970	137044964	-
ENSG00000229776	ENST00000415626.1	chr6	32032712	32036258	-
ENSG00000118503	ENST00000612899.4	chr6	137867187	137883311	+
ENSG00000229774	ENST00000421820.1	chr2	120709262	120710517	-
ENSG00000229773	ENST00000411600.1	chr6_GL000256v2_alt	168872	172595	-
ENSG00000136877	ENST00000373247.6	chr9	127802874	127814069	+
ENSG00000118507	ENST00000431975.6	chr6	131135665	131283535	+
ENSG00000089057	ENST00000379333.5	chr20	4852355	5010293	-
ENSG00000118508	ENST00000367495.3	chr6	146543692	146554965	+
ENSG00000065268	ENST00000585809.5	chr19	984270	994570	+
ENSG00000229779	ENST00000458254.1	chr2	175904370	175905502	-
ENSG00000221545	ENST00000408618.1	chr1	167998659	167998726	+
ENSG00000184374	ENST00000332843.2	chr8	119067240	119106582	+
ENSG00000138802	ENST00000399100.6	chr4	109433812	109539696	+
ENSG00000184371	ENST00000329608.10	chr1	109910632	109930992	+
ENSG00000138801	ENST00000265174.4	chr4	107613665	107720452	-
ENSG00000149679	ENST00000279101.9	chr20	62388631	62407285	-
ENSG00000221548	ENST00000408621.1	chr19	53758231	53758318	+
ENSG00000184378	ENST00000330368.2	chr3	169766920	169769895	-
ENSG00000214940	ENST00000525596.5	chr16	18317941	18336736	-
ENSG00000214941	ENST00000399277.5	chr17	15976559	15999692	-
ENSG00000214942	ENST00000505109.1	chr5	89900663	89904908	+
ENSG00000222890	ENST00000410958.1	chr12	101411356	101411459	+
ENSG00000214944	ENST00000545377.5	chr5	73626157	73941992	+
ENSG00000148985	ENST00000464906.6	chr11	3797925	3825680	+
ENSG00000222895	ENST00000410963.1	chr6	31083009	31083109	+
ENSG00000105711	ENST00000262631.10	chr19	35030465	35040449	+
ENSG00000222898	ENST00000410966.1	chr8	61631679	61632012	-
ENSG00000232582	ENST00000454984.1	chrX	135135148	135135770	-
ENSG00000166261	ENST00000336139.8	chr11	123724176	123741670	-
ENSG00000244355	ENST00000375825.7	chr6	31715355	31717804	+
ENSG00000244356	ENST00000470244.3	chr10	33288303	33288601	-
ENSG00000244357	ENST00000469955.3	chr3	45742674	45742970	+
ENSG00000012232	ENST00000220562.8	chr8	28701326	28753687	+
ENSG00000178826	ENST00000409102.5	chr7	143279956	143287296	+
ENSG00000152409	ENST00000396137.4	chr5	79236188	79327215	+
ENSG00000166268	ENST00000552032.6	chr12	69825303	69958723	+
ENSG00000152404	ENST00000282251.9	chr11	107326344	107457844	-
ENSG00000251306	ENST00000509515.1	chr5	59528860	59529251	+
ENSG00000244358	ENST00000495382.1	chr3	145939911	145961536	+
ENSG00000232585	ENST00000427963.1	chrY	23972779	23995081	+
ENSG00000252964	ENST00000517155.1	chr15	86138268	86138379	-
ENSG00000134265	ENST00000322897.10	chr18	10526033	10552760	+
ENSG00000232586	ENST00000415647.1	chr1	180949698	180954887	-
ENSG00000149582	ENST00000313236.9	chr11	118531208	118535835	+
ENSG00000232587	ENST00000417549.1	chr13	28214512	28215897	+
ENSG00000181472	ENST00000325144.4	chr6	151364116	151391548	-
ENSG00000168556	ENST00000302327.3	chr4	183504993	183511096	+
ENSG00000235536	ENST00000444019.1	chr6_GL000252v2_alt	1115158	1115287	-
ENSG00000249005	ENST00000509856.1	chr8	7272147	7275158	+
ENSG00000116096	ENST00000234454.5	chr2	72887359	72892158	+
ENSG00000187134	ENST00000380872.8	chr10	4963252	4983283	+
ENSG00000187135	ENST00000335523.7	chr19	29526498	29564479	+
ENSG00000244687	ENST00000371674.7	chr20	50081123	50113173	-
ENSG00000232802	ENST00000447348.1	chr6_GL000252v2_alt	4347290	4347494	-
ENSG00000244682	ENST00000543859.5	chr1	161581338	161600242	+
ENSG00000188112	ENST00000341865.8	chr6	42101117	42142444	-
ENSG00000244681	ENST00000494840.1	chr3	95654422	95683193	-
ENSG00000114867	ENST00000346169.6	chr3	184314494	184335353	+
ENSG00000172943	ENST00000338154.10	chrX	53936675	54044174	-
ENSG00000114861	ENST00000318789.9	chr3	70952816	71583993	-
ENSG00000186842	ENST00000334165.4	chr21	32572237	32575881	-
ENSG00000164808	ENST00000297423.8	chr8	47260574	47736306	+
ENSG00000186847	ENST00000167586.6	chr17	41582278	41586921	-
ENSG00000186844	ENST00000335123.3	chr1	152827472	152827894	+
ENSG00000254225	ENST00000522014.1	chr8	51721669	51722164	-
ENSG00000251616	ENST00000507389.1	chr5	133111054	133114475	-
ENSG00000251615	ENST00000505448.3	chr4	8355089	8358338	-
ENSG00000251614	ENST00000505359.1	chr3	132645830	132650383	+
ENSG00000251613	ENST00000513767.3	chr5	72687111	72761665	-
ENSG00000254220	ENST00000519785.1	chr2	90052580	90053372	+
ENSG00000260505	ENST00000563417.1	chr1	220401121	220404033	+
ENSG00000251610	ENST00000503722.2	chr3	130048142	130055920	-
ENSG00000260509	ENST00000568856.2	chr13	25300123	25301438	-
ENSG00000254229	ENST00000519497.1	chr8	8027076	8032305	-
ENSG00000015171	ENST00000381591.5	chr10	135068	254637	+
ENSG00000251619	ENST00000504165.1	chr4	188776656	188785511	+
ENSG00000251618	ENST00000509611.1	chrY	21895393	21897559	+
ENSG00000051128	ENST00000392351.7	chr19	18929202	18941214	-
ENSG00000216895	ENST00000460022.6	chr7	155641915	155644377	-
ENSG00000071051	ENST00000233154.8	chr2	105744896	105894274	+
ENSG00000270240	ENST00000605548.1	chr17	35868966	35885863	+
ENSG00000071054	ENST00000417294.5	chr2	101698529	101891987	+
ENSG00000155657	ENST00000342992.10	chr2	178525988	178807421	-
ENSG00000258733	ENST00000557195.5	chr14	85934709	86128186	+
ENSG00000258732	ENST00000556034.1	chr15	22278970	22282872	+
ENSG00000258731	ENST00000554235.1	chr14	53153353	53157528	+
ENSG00000258730	ENST00000553639.1	chr14	93067451	93072152	+
ENSG00000258737	ENST00000556401.2	chr14	74305424	74306527	+
ENSG00000112425	ENST00000367519.8	chr6	145625303	145735855	-
ENSG00000258735	ENST00000556586.1	chr14	103847720	103858049	+
ENSG00000258734	ENST00000555790.2	chr14	58827678	58828176	-
ENSG00000258739	ENST00000557166.1	chr15	92420859	92422735	+
ENSG00000258738	ENST00000557373.1	chr14	34874342	34876459	+
ENSG00000074266	ENST00000263360.10	chr11	86244543	86278736	+
ENSG00000225580	ENST00000418595.1	chr6	112616702	112617880	-
ENSG00000259652	ENST00000560446.1	chr15	77043679	77045160	+
ENSG00000266828	ENST00000579354.2	chrX	115992465	115992773	-
ENSG00000245080	ENST00000501164.2	chr8	95066807	95072920	-
ENSG00000165794	ENST00000298681.4	chr14	20999289	21001871	+
ENSG00000165795	ENST00000298687.9	chr14	21016762	21025776	-
ENSG00000154122	ENST00000284268.7	chr5	14704799	14871785	-
ENSG00000266820	ENST00000584190.1	chr17	64749917	64758603	-
ENSG00000241152	ENST00000488178.3	chr9	17053900	17054204	+
ENSG00000154127	ENST00000284273.5	chr11	122655674	122814473	+
ENSG00000266827	ENST00000582479.1	chr9	134850569	134850641	-
ENSG00000266824	ENST00000581248.1	chr17	8176811	8182812	+
ENSG00000154124	ENST00000284274.4	chr5	14664747	14699711	+
ENSG00000235532	ENST00000419499.1	chr13	74231456	74259976	+
ENSG00000251939	ENST00000516130.1	chr18	46121614	46121721	-
ENSG00000228808	ENST00000428776.1	chr13	99372172	99372686	+
ENSG00000228809	ENST00000425939.1	chr20	16714843	16730948	-
ENSG00000223858	ENST00000416974.5	chr6_GL000254v2_alt	937856	946481	-
ENSG00000223859	ENST00000427579.1	chr2	67040545	67041966	+
ENSG00000186268	ENST00000525892.1	chr11	124093581	124094532	-
ENSG00000228802	ENST00000425192.1	chr2	223965700	223967706	-
ENSG00000241159	ENST00000468558.3	chr2	70965583	70965867	+
ENSG00000186265	ENST00000334529.9	chr3	112463967	112499561	-
ENSG00000228801	ENST00000423716.1	chr8	51899648	51947173	+
ENSG00000223850	ENST00000433810.1	chr2	15920398	15936017	+
ENSG00000228807	ENST00000423587.1	chr22	44483494	44483717	-
ENSG00000228804	ENST00000449623.5	chr3	187702312	187733849	+
ENSG00000200553	ENST00000363683.1	chr4	119947130	119947232	+
ENSG00000259650	ENST00000558742.1	chr15	73335259	73342357	+
ENSG00000165240	ENST00000341514.10	chrX	77910701	78050395	+
ENSG00000245556	ENST00000513755.1	chr5	78342364	78360393	-
ENSG00000165246	ENST00000643089.1	chrY	14522572	14845639	+
ENSG00000185404	ENST00000415673.6	chr2	230327183	230403732	+
ENSG00000245552	ENST00000501356.5	chr11	95150538	95159148	+
ENSG00000010278	ENST00000382518.6	chr12	6199714	6238271	+
ENSG00000196369	ENST00000641863.1	chr1	144892020	145095528	-
ENSG00000196368	ENST00000375992.3	chrX	51490010	51496596	-
ENSG00000010270	ENST00000009041.11	chr7	38178221	38230671	+
ENSG00000196361	ENST00000359227.7	chr19	11451325	11481033	-
ENSG00000126262	ENST00000599180.2	chr19	35448300	35451767	+
ENSG00000196367	ENST00000355540.7	chr7	98878489	99013243	+
ENSG00000196366	ENST00000624034.1	chr9	136483494	136486067	+
ENSG00000196365	ENST00000360614.7	chr19	5691833	5720290	-
ENSG00000196364	ENST00000568091.2	chr16	1260951	1263845	-
ENSG00000242688	ENST00000488028.3	chr1	19970968	19971269	+
ENSG00000132967	ENST00000451497.1	chr3	22381944	22382929	+
ENSG00000257756	ENST00000552182.5	chr12	30230778	30296683	-
ENSG00000257757	ENST00000547875.1	chr12	55342840	55343774	+
ENSG00000257750	ENST00000551387.1	chr12	73760688	73798727	+
ENSG00000257751	ENST00000551999.2	chr14	19668541	19669056	-
ENSG00000257752	ENST00000549191.1	chr12	88057875	88058578	-
ENSG00000233182	ENST00000417544.1	chr6_GL000254v2_alt	480984	481928	+
ENSG00000262877	ENST00000571724.3	chr17	81388125	81390256	-
ENSG00000242683	ENST00000472214.1	chr5	139035147	139035987	-
ENSG00000257758	ENST00000548986.1	chr12	104976748	104978027	-
ENSG00000257759	ENST00000556646.1	chr14	70425811	70547464	-
ENSG00000242686	ENST00000468356.3	chr4	653058	656213	-
ENSG00000177225	ENST00000319863.12	chr11	767224	777484	-
ENSG00000256481	ENST00000544948.1	chr11	64081689	64087175	+
ENSG00000256480	ENST00000540190.1	chr12	7237431	7240986	+
ENSG00000179526	ENST00000398712.6	chr8	144098636	144104190	-
ENSG00000161544	ENST00000293230.9	chr17	76527355	76537905	-
ENSG00000161547	ENST00000359995.9	chr17	76734118	76737374	-
ENSG00000255669	ENST00000637160.1	chr12	2761199	2775658	-
ENSG00000255666	ENST00000648581.1	chr11	94638044	94652884	+
ENSG00000179528	ENST00000341396.2	chr2	74497581	74502984	-
ENSG00000255663	ENST00000544347.1	chr11	114400681	114443932	+
ENSG00000255660	ENST00000541243.1	chr12	15151922	15155283	+
ENSG00000108759	ENST00000225899.3	chr17	41459810	41467429	-
ENSG00000259656	ENST00000557910.1	chr15	49101790	49103264	+
ENSG00000231231	ENST00000414189.5	chr21	38323634	38333364	-
ENSG00000183723	ENST00000394106.6	chr16	66621679	66696707	-
ENSG00000183722	ENST00000379589.3	chr13	39342891	39603171	-
ENSG00000257288	ENST00000550567.1	chr12	59052979	59054184	-
ENSG00000183726	ENST00000374358.4	chr1	25337916	25362361	+
ENSG00000183729	ENST00000331251.3	chr8	52938430	52941117	+
ENSG00000257287	ENST00000547971.1	chr12	72431721	72432075	-
ENSG00000257284	ENST00000549878.1	chr2	143162077	143172172	-
ENSG00000257285	ENST00000548322.1	chr14	22929644	22955562	+
ENSG00000257283	ENST00000550687.1	chr12	93894964	93943603	-
ENSG00000257281	ENST00000548873.1	chr12	108281102	108282235	-
ENSG00000250250	ENST00000510456.1	chr5	15602188	15607348	-
ENSG00000211818	ENST00000390466.1	chr14	22304053	22304553	+
ENSG00000250252	ENST00000504755.1	chr4	149147801	149149780	-
ENSG00000250253	ENST00000507974.1	chr5	85210059	85210903	-
ENSG00000250254	ENST00000504686.1	chr4	37960434	37961125	+
ENSG00000250256	ENST00000505567.1	chr5	174618163	174625775	+
ENSG00000250257	ENST00000513668.1	chr11	83814570	83815263	-
ENSG00000250258	ENST00000421252.2	chr5	79774347	79816190	-
ENSG00000250259	ENST00000503095.1	chr4	1027677	1028972	+
ENSG00000211813	ENST00000390461.2	chr14	22207521	22208129	+
ENSG00000211812	ENST00000390460.1	chr14	22202582	22203368	+
ENSG00000211815	ENST00000390463.3	chr14	22226745	22227254	+
ENSG00000211814	ENST00000390462.1	chr14	22221895	22222475	+
ENSG00000211817	ENST00000390465.2	chr14	22281104	22281748	+
ENSG00000211816	ENST00000390464.2	chr14	22271967	22272563	+
ENSG00000255599	ENST00000424313.2	chr11	115628064	115629743	+
ENSG00000255595	ENST00000636944.1	chr12	126191262	126361064	+
ENSG00000253505	ENST00000519814.2	chr8	8414204	8424640	-
ENSG00000253504	ENST00000517463.1	chr8	36277762	36278886	-
ENSG00000201827	ENST00000364957.1	chr3	133551185	133551315	+
ENSG00000201826	ENST00000364956.1	chrX	76244967	76245074	+
ENSG00000253501	ENST00000522638.1	chr2	89906756	89907246	+
ENSG00000253500	ENST00000440763.6	chr8	87540834	87755695	-
ENSG00000201823	ENST00000364953.1	chr6	31835262	31835326	+
ENSG00000201822	ENST00000364952.1	chr3	180161885	180161977	-
ENSG00000196586	ENST00000369985.8	chr6	75749208	75919536	+
ENSG00000196584	ENST00000359321.1	chr7	152646503	152676165	-
ENSG00000253509	ENST00000517495.1	chr8	41275114	41277003	-
ENSG00000253508	ENST00000523331.1	chr7	27186572	27193448	-
ENSG00000196581	ENST00000378191.4	chr1	4655044	4792534	+
ENSG00000164118	ENST00000396791.7	chr4	174283904	174332293	+
ENSG00000251478	ENST00000504215.1	chr5	41585881	41587787	-
ENSG00000242028	ENST00000406925.5	chr15	43796141	43802082	+
ENSG00000242029	ENST00000485384.1	chr3	109648106	109810861	+
ENSG00000164111	ENST00000296511.9	chr4	121667954	121697113	-
ENSG00000164113	ENST00000296513.6	chr4	122379012	122429784	+
ENSG00000164112	ENST00000643663.1	chr4	121758929	121765185	-
ENSG00000242020	ENST00000488078.3	chr5	141479315	141479625	+
ENSG00000164114	ENST00000311277.8	chr4	155342657	155376970	-
ENSG00000164117	ENST00000393674.6	chr4	174236657	174284264	-
ENSG00000164116	ENST00000296518.11	chr4	155667197	155732349	+
ENSG00000171714	ENST00000324559.8	chr11	22193175	22283357	+
ENSG00000251913	ENST00000516104.1	chr22	42569146	42569250	-
ENSG00000171711	ENST00000302247.2	chr8	7894628	7896711	+
ENSG00000120160	ENST00000380032.7	chr9	27284658	27297139	-
ENSG00000120162	ENST00000262244.5	chr9	27325208	27529781	-
ENSG00000100678	ENST00000357887.7	chr14	70044219	70189070	-
ENSG00000007312	ENST00000006750.7	chr17	63928739	63932354	-
ENSG00000230018	ENST00000415988.1	chr10	113482615	113483113	+
ENSG00000230019	ENST00000445891.1	chr1	238107735	238108567	-
ENSG00000176720	ENST00000318407.4	chr2	241558720	241574138	+
ENSG00000107020	ENST00000223864.6	chr9	5357972	5437878	-
ENSG00000107021	ENST00000372648.9	chr9	128787203	128810432	+
ENSG00000230010	ENST00000457009.1	chr20	18322551	18359300	-
ENSG00000230011	ENST00000454614.1	chr10	50705379	50708906	-
ENSG00000230012	ENST00000439003.1	chr6_GL000253v2_alt	4657283	4659175	+
ENSG00000230013	ENST00000457720.1	chr9	104990795	104991781	-
ENSG00000230014	ENST00000458168.1	chr10	9275832	9287057	+
ENSG00000230015	ENST00000431139.3	chr1	240739418	240739853	-
ENSG00000230016	ENST00000446380.1	chr6_GL000251v2_alt	2846705	2847252	-
ENSG00000230017	ENST00000442989.1	chr6_GL000252v2_alt	998108	1012063	-
ENSG00000087253	ENST00000262134.9	chr16	55508997	55586670	+
ENSG00000198185	ENST00000347606.8	chr20	46499631	46513554	-
ENSG00000008516	ENST00000336577.8	chr16	3046680	3060726	+
ENSG00000008517	ENST00000325568.9	chr16	3065296	3069667	+
ENSG00000198183	ENST00000375413.8	chr20	33235994	33243311	+
ENSG00000008513	ENST00000399640.3	chr8	133454847	133571940	-
ENSG00000258118	ENST00000550612.1	chr12	30861920	30862179	+
ENSG00000198189	ENST00000358290.8	chr4	87336609	87391386	-
ENSG00000159685	ENST00000290913.7	chr3	126704219	126960406	+
ENSG00000257004	ENST00000539988.1	chr12	12668981	12685075	+
ENSG00000238886	ENST00000459386.1	chr9	33952768	33952850	-
ENSG00000197181	ENST00000356766.10	chr8	22275296	22357563	+
ENSG00000197182	ENST00000360737.4	chr22	46086002	46113928	+
ENSG00000258116	ENST00000546707.1	chr12	47341613	47342089	-
ENSG00000256155	ENST00000535911.1	chr12	10358463	10361045	-
ENSG00000256157	ENST00000545978.1	chr12	20845064	20845260	+
ENSG00000256151	ENST00000542980.1	chr12	130990137	130993976	-
ENSG00000161896	ENST00000293756.4	chr6	33721669	33746905	-
ENSG00000256152	ENST00000537827.2	chr12	122865334	122867021	+
ENSG00000123600	ENST00000612742.4	chr2	171317404	171434802	-
ENSG00000243649	ENST00000425368.6	chr6	31945708	31952084	+
ENSG00000243648	ENST00000471205.1	chr5	134422837	134423335	+
ENSG00000123607	ENST00000243344.7	chr2	165873361	165953843	-
ENSG00000243643	ENST00000450910.1	chrY	10036194	10038375	+
ENSG00000123609	ENST00000243346.9	chr2	151270464	151290057	-
